State,City,Population
New Mexico,"Deming, NM",14605
New Mexico,"Dexter, NM",1274
New Mexico,Dilia,556
New Mexico,"Dixon, NM",1487
New Mexico,Dona Ana-Hill,28982
New Mexico,Dona Ana,1211
New Mexico,Dulce,2743
New Mexico,Eagle Nest,267
New Mexico,East De Baca,1723
New Mexico,East Pecos,757
New Mexico,"Edgewood, NM",3805
New Mexico,Edith Endave,211
New Mexico,El Cerro Mission,4657
New Mexico,El Cerro-Monterey Park,5903
New Mexico,El Cerro,2953
New Mexico,El Duende,707
New Mexico,"El Rancho, NM",1199
New Mexico,El Rito,808
New Mexico,El Valle de Arroyo Seco,1440
New Mexico,Eldorado at Santa Fe,6130
New Mexico,Elephant Butte,1356
New Mexico,"Encinal, NM",210
New Mexico,Espanola,10130
New Mexico,Estancia,1606
New Mexico,"Eunice, NM",3147
New Mexico,Fairacres,6061
New Mexico,"Farmington, NM",44445
New Mexico,Flora Vista,2191
New Mexico,Fort Sumner,931
New Mexico,Galisteo,253
New Mexico,Gallina,286
New Mexico,Gallup,22469
New Mexico,Gila,314
New Mexico,Glen Acres,208
New Mexico,Glorieta,430
New Mexico,Grants,9241
New Mexico,"Hagerman, NM",1258
New Mexico,"Happy Valley, NM",519
New Mexico,"Hatch, NM",1601
New Mexico,Hernandez,946
New Mexico,High Rolls,834
New Mexico,Highland Meadows,624
New Mexico,Hobbs,37118
New Mexico,Holloman AFB,3054
New Mexico,"Hondo, NM",1081
New Mexico,House-Forrest,281
New Mexico,"Hurley, NM",1278
New Mexico,"Indian Hills, NM",892
New Mexico,Isleta Pueblo,2484
New Mexico,Isleta Village Proper,491
New Mexico,Jacona,412
New Mexico,Jaconita,332
New Mexico,Jal,2209
New Mexico,Jarales,2475
New Mexico,Jemez Pueblo,1788
New Mexico,Jemez Springs,251
New Mexico,Jemez,6204
New Mexico,Jicarilla,2698
New Mexico,Keeler Farm,1305
New Mexico,"Kirtland, NM",7875
New Mexico,La Cienega,3819
New Mexico,La Hacienda,725
New Mexico,La Huerta,1246
New Mexico,"La Jara, NM",207
New Mexico,La Luz,1697
New Mexico,"La Mesa, NM",728
New Mexico,La Mesilla,1772
New Mexico,"La Plata, NM",612
New Mexico,La Puebla,1186
New Mexico,La Union,1106
New Mexico,La Villita,957
New Mexico,"Laguna, NM",1241
New Mexico,"Lake Arthur, NM",438
New Mexico,Lamy,218
New Mexico,"Las Cruces, NM",101408
New Mexico,Las Maravillas,1628
New Mexico,"Las Vegas, NM",13518
New Mexico,Lee Acres,5858
New Mexico,Lemitar,330
New Mexico,Livingston Wheeler,609
New Mexico,Loco Hills,344
New Mexico,Logan-Nara Visa,1185
New Mexico,"Logan, NM",973
New Mexico,Lordsburg,2609
New Mexico,"Los Alamos, NM",12019
New Mexico,Los Cerrillos,321
New Mexico,Los Chaves,5446
New Mexico,Los Luceros,906
New Mexico,Los Lunas,15206
New Mexico,Los Ranchos de Albuquerque,6063
New Mexico,Los Trujillos-Gabaldon,2332
New Mexico,"Lovington, NM",11840
New Mexico,Loving,1399
New Mexico,Lyden,245
New Mexico,"Madrid, NM",204
New Mexico,Madrone,707
New Mexico,Magdalena,913
New Mexico,"Maxwell, NM",233
New Mexico,"McIntosh, NM",1484
New Mexico,Meadow Lake,4708
New Mexico,"Melrose, NM",657
New Mexico,Mescalero,1338
New Mexico,Mesilla,1880
New Mexico,Mesita,804
New Mexico,"Mesquite, NM",1112
New Mexico,"Midway, NM",971
New Mexico,"Milan, NM",3255
New Mexico,Mimbres,1612
New Mexico,"Monterey Park, NM",1567
New Mexico,"Monument, NM",206
New Mexico,"Mora, NM",3910
New Mexico,Moriarty,1821
New Mexico,"Morningside, NM",367
New Mexico,Mountainair,885
New Mexico,Nadine,376
New Mexico,Nageezi,286
New Mexico,Nakaibito,466
New Mexico,Nambe,1818
New Mexico,Napi HQ,727
New Mexico,Naschitti,301
New Mexico,Navajo Dam,281
New Mexico,Navajo,1645
New Mexico,Nenahnezad,688
New Mexico,"Newcomb, NM",339
New Mexico,North Acomita Village,303
New Mexico,North Harding,628
New Mexico,North Hidalgo,4608
New Mexico,North Hobbs,5391
New Mexico,North Hurley,300
New Mexico,North Light Plant,414
New Mexico,North Valley,11333
New Mexico,Northwest Chaves,2932
New Mexico,Ohkay Owingeh,1143
New Mexico,Ojo Amarillo,766
New Mexico,Organ,323
New Mexico,Paguate,421
New Mexico,Pajarito Mesa,579
New Mexico,Paradise Hills,4256
New Mexico,Paraje,777
New Mexico,Peak Place,377
New Mexico,"Pecos, NM",1336
New Mexico,Pena Blanca,709
New Mexico,Penasco,589
New Mexico,Peralta,3597
New Mexico,Picuris,1893
New Mexico,Pinos Altos,1068
New Mexico,Placitas,4977
New Mexico,Pojoaque,1907
New Mexico,Polvadera,269
New Mexico,Ponderosa Pine,1195
New Mexico,"Ponderosa, NM",387
New Mexico,Portales,12233
New Mexico,Pueblitos,794
New Mexico,Pueblo of Sandia Village,369
New Mexico,"Quemado, NM",1546
New Mexico,Questa,1769
New Mexico,Radium Springs,1699
New Mexico,"Ramah, NM",370
New Mexico,Ranchos de Taos,2518
New Mexico,Raton,6326
New Mexico,"Red River, NM",480
New Mexico,"Red Rock, NM",24465
New Mexico,"Reservation, NM",10733
New Mexico,"Reserve, NM",279
New Mexico,Ribera,416
New Mexico,"Rincon, NM",271
New Mexico,Rio Chama,3734
New Mexico,Rio Communities North,1709
New Mexico,Rio Communities,4723
New Mexico,"Rio Grande, NM",4445
New Mexico,Rio Lucio,389
New Mexico,Rio Rancho,93820
New Mexico,"Rock Springs, NM",567
New Mexico,Rodey,388
New Mexico,"Rosedale, NM",394
New Mexico,"Roswell, NM",48608
New Mexico,"Rowe, NM",415
New Mexico,"Roy, NM",230
New Mexico,Ruidoso Downs,2635
New Mexico,Ruidoso,7824
New Mexico,"Salem, NM",942
New Mexico,San Antonito,985
New Mexico,San Cristobal,273
New Mexico,San Felipe Pueblo,2404
New Mexico,San Ildefonso Pueblo,524
New Mexico,San Jon,204
New Mexico,"San Jose, NM",695
New Mexico,San Juan Pueblo,6671
New Mexico,"San Juan, NM",585
New Mexico,"San Miguel, NM",1153
New Mexico,"San Pablo, NM",806
New Mexico,"San Rafael, NM",933
New Mexico,Sandia Heights,3193
New Mexico,Sandia Knolls,1208
New Mexico,Sandia Park,237
New Mexico,Sanostee,371
New Mexico,Santa Ana Pueblo,610
New Mexico,Santa Clara Pueblo,1018
New Mexico,"Santa Clara, NM",1665
New Mexico,"Santa Cruz, NM",368
New Mexico,"Santa Fe, NM",70297
New Mexico,"Santa Rosa, NM",2729
New Mexico,Santa Teresa,4258
New Mexico,Santo Domingo Pueblo,2456
New Mexico,Santo Domingo,9899
New Mexico,Sausal,1056
New Mexico,Seama,465
New Mexico,Sedillo,802
New Mexico,Sheep Springs,245
New Mexico,Shiprock,8295
New Mexico,"Silver City, NM",10172
New Mexico,Simpson-Chaco,7323
New Mexico,Skyline-Ganipa,1224
New Mexico,"Socorro, NM",8751
New Mexico,Soham,210
New Mexico,Sombrillo,351
New Mexico,South Dona Ana,26463
New Mexico,South Hidalgo,561
New Mexico,South Rio Arriba,8818
New Mexico,"South Valley, NM",40976
New Mexico,Southeast Chaves,1712
New Mexico,Southeast Otero,8855
New Mexico,Southwest Chaves,6240
New Mexico,"Spencerville, NM",1258
New Mexico,"Springer, NM",963
New Mexico,Sunland Park,15400
New Mexico,"Sunshine, NM",420
New Mexico,"Talpa, NM",778
New Mexico,Taos Pueblo,1135
New Mexico,"Taos, NM",5766
New Mexico,"Tatum, NM",859
New Mexico,Tecolote,298
New Mexico,Tecolotito,232
New Mexico,Tesuque Pueblo,233
New Mexico,Tesuque,925
New Mexico,Texico,1137
New Mexico,Thoreau,1865
New Mexico,Tierra Amarilla,3443
New Mexico,Tijeras,545
New Mexico,Timberon,348
New Mexico,Tohatchi,808
New Mexico,Tome-Adelino,2380
New Mexico,Tome,1867
New Mexico,Torreon,326
New Mexico,Trementina,212
New Mexico,Tres Piedras,1054
New Mexico,Truchas,560
New Mexico,Truth or Consequences,6103
New Mexico,Tse Bonito,299
New Mexico,Tucumcari,5051
New Mexico,Tularosa,2894
New Mexico,"Twin Lakes, NM",1052
New Mexico,"Tyrone, NM",2254
New Mexico,"University Park, NM",4192
New Mexico,Upper Fruitland,1662
New Mexico,Vadito,270
New Mexico,Vado,3194
New Mexico,"Valencia, NM",2192
New Mexico,Vallecitas,568
New Mexico,"Vaughn, NM",423
New Mexico,Veguita,232
New Mexico,Velarde,502
New Mexico,"Ventura, NM",468
New Mexico,Villanueva,2177
New Mexico,Wagon Mound,296
New Mexico,Waterflow,1670
New Mexico,West Hammond,2790
New Mexico,Western Rio Arriba,267
New Mexico,"White Rock, NM",5725
New Mexico,White Sands,1651
New Mexico,"Willard, NM",242
New Mexico,"Williamsburg, NM",427
New Mexico,Yah-ta-hey,590
New Mexico,Zia Pueblo,737
New Mexico,Zuni Pueblo,6302
New Mexico,Zuni-Ramah Navajo,2485
New Mexico,Zuni,7262
New York,Accord,562
New York,Adams Center,1568
New York,"Adams, NY",1839
New York,"Addison, NY",1730
New York,"Afton, NY",818
New York,Airmont,8878
New York,"Akron, NY",2855
New York,Alabama,1869
New York,"Albany, NY",98566
New York,Albertson,5182
New York,"Albion, NY",6007
New York,"Alden, NY",2599
New York,"Alexander, NY",500
New York,Alexandria Bay,1101
New York,"Alexandria, NY",4061
New York,"Alfred, NY",4028
New York,Allegany,1767
New York,"Allen, NY",448
New York,"Alma, NY",842
New York,"Almond, NY",451
New York,"Altamont, NY",1725
New York,Altmar,393
New York,"Altona, NY",730
New York,Amagansett,1165
New York,"Amboy, NY",1263
New York,"Amenia, NY",955
New York,"Amherst, NY",122366
New York,Amityville,9522
New York,"Amity, NY",2308
New York,"Amsterdam, NY",18135
New York,Ancram,1573
New York,Andes,252
New York,"Andover, NY",1017
New York,"Angelica, NY",845
New York,Angola on the Lake,1675
New York,"Angola, NY",2120
New York,Annsville,3012
New York,"Antwerp, NY",700
New York,Apalachin,1131
New York,Aquebogue,2438
New York,"Arcade, NY",2003
New York,"Arcadia, NY",14244
New York,Ardsley,4555
New York,"Argyle, NY",297
New York,Arietta,304
New York,Arkport,829
New York,Arkwright,1061
New York,"Arlington, NY",4061
New York,Armonk,4330
New York,Asharoken,654
New York,"Ashford, NY",2132
New York,"Ashland, NY",1695
New York,"Athens, NY",1620
New York,"Atlantic Beach, NY",1910
New York,"Attica, NY",2493
New York,Au Sable Forks,559
New York,"Au Sable, NY",3146
New York,"Auburn, NY",27019
New York,"Augusta, NY",2020
New York,Aurelius,2792
New York,"Aurora, NY",773
New York,Austerlitz,1654
New York,"Ava, NY",676
New York,Averill Park,1693
New York,"Avoca, NY",930
New York,"Avon, NY",3318
New York,Babylon,12172
New York,"Bainbridge, NY",1337
New York,Baiting Hollow,1642
New York,Baldwin Harbor,8102
New York,Baldwinsville,7681
New York,"Baldwin, NY",24033
New York,Ballston Spa,5393
New York,Ballston,9776
New York,Balmville,3178
New York,"Bangor, NY",2224
New York,Bardonia,4108
New York,Barker,516
New York,"Barneveld, NY",283
New York,Barnum Island,2414
New York,"Barre, NY",2025
New York,"Barrington, NY",1681
New York,"Barton, NY",8858
New York,"Batavia, NY",15077
New York,"Bath, NY",5687
New York,Baxter Estates,1012
New York,Bay Park,2212
New York,"Bay Shore, NY",26337
New York,"Bayport, NY",8896
New York,Bayville,6748
New York,Baywood,7350
New York,"Beacon, NY",14238
New York,Beaverdam Lake-Salisbury Mills,2242
New York,Bedford Hills,3001
New York,"Bedford, NY",1834
New York,Beekmantown,5545
New York,Beekman,14621
New York,"Belfast, NY",1663
New York,Belle Terre,795
New York,Bellerose Terrace,2198
New York,Bellerose,1201
New York,"Belleville, NY",226
New York,"Bellmont, NY",1434
New York,Bellmore,16218
New York,Bellport,2083
New York,"Belmont, NY",947
New York,Bemus Point,360
New York,"Bennington, NY",3359
New York,"Benton, NY",2836
New York,"Bergen, NY",1150
New York,"Berkshire, NY",1412
New York,"Berlin, NY",1880
New York,"Berne, NY",2794
New York,"Bethany, NY",1765
New York,"Bethel, NY",4255
New York,"Bethlehem, NY",33656
New York,"Bethpage, NY",16429
New York,Big Flats Airport,2111
New York,"Big Flats, NY",5277
New York,Billington Heights,1685
New York,Binghamton University,6177
New York,Binghamton,46299
New York,Birdsall,221
New York,"Black Brook, NY",1497
New York,Black River,1361
New York,Blasdell,2590
New York,Blauvelt,5689
New York,Bleecker,533
New York,"Blenheim, NY",377
New York,"Bliss, NY",527
New York,Blodgett Mills,303
New York,"Bloomfield, NY",1335
New York,"Blooming Grove, NY",18028
New York,"Bloomingburg, NY",420
New York,"Bloomville, NY",213
New York,Blue Point,4773
New York,Bohemia,10180
New York,"Bolivar, NY",1015
New York,Bolton Landing,513
New York,"Bolton, NY",2326
New York,Bombay,1357
New York,"Boonville, NY",2053
New York,"Boston, NY",8023
New York,"Bovina, NY",633
New York,"Boylston, NY",549
New York,"Bradford, NY",855
New York,"Brandon, NY",577
New York,Brant,2065
New York,Brasher Falls-Winthrop,1116
New York,Brasher Falls,669
New York,Brasher,2512
New York,Breesport,626
New York,"Brentwood, NY",60664
New York,Brewerton,4029
New York,Brewster Hill,2089
New York,"Brewster, NY",2347
New York,Briarcliff Manor,7991
New York,Bridgehampton,1756
New York,"Bridgeport, NY",1490
New York,"Bridgewater, NY",458
New York,"Brighton, NY",36609
New York,Brightwaters,3101
New York,Brinckerhoff,2900
New York,"Bristol, NY",2315
New York,Broadalbin,1309
New York,Brockport,8377
New York,"Brocton, NY",1445
New York,Bronxville,6418
New York,"Bronx, NY",1383871
New York,"Brookfield, NY",2545
New York,"Brookhaven, NY",3451
New York,"Brooklyn, NY",2538705
New York,"Brookville, NY",3547
New York,Broome,973
New York,"Brownville, NY",1150
New York,"Brunswick, NY",11941
New York,Brushton,465
New York,"Brutus, NY",4464
New York,"Buchanan, NY",2262
New York,"Buffalo, NY",258703
New York,"Burdett, NY",330
New York,"Burke, NY",213
New York,"Burlington, NY",1140
New York,"Burns, NY",1180
New York,Busti,7351
New York,"Butler, NY",2064
New York,Butternuts,1786
New York,"Byron, NY",2369
New York,"Cairo, NY",1402
New York,Calcium,3491
New York,"Caledonia, NY",2145
New York,"Calverton, NY",6510
New York,"Cambria, NY",5839
New York,"Cambridge, NY",1835
New York,"Camden, NY",2208
New York,"Cameron, NY",945
New York,Camillus,1235
New York,"Campbell, NY",3406
New York,"Canaan, NY",1710
New York,Canadice,1664
New York,Canajoharie,2173
New York,Canandaigua,10488
New York,Canaseraga,529
New York,Canastota,4705
New York,"Candor, NY",822
New York,Caneadea,2542
New York,Canisteo,2224
New York,"Canton, NY",6601
New York,Cape Vincent,746
New York,Carle Place,4981
New York,"Carlisle, NY",1948
New York,"Carlton, NY",2994
New York,Carmel Hamlet,6817
New York,"Carmel, NY",34305
New York,Caroga Lake,518
New York,Caroga,1205
New York,"Caroline, NY",3282
New York,"Carrollton, NY",1297
New York,"Carroll, NY",3524
New York,"Carthage, NY",3655
New York,Cassadaga,616
New York,Castile,989
New York,Castleton-on-Hudson,1462
New York,Castorland,352
New York,"Catharine, NY",1762
New York,"Catlin, NY",2618
New York,Caton,2179
New York,"Cato, NY",526
New York,Catskill,3898
New York,Cattaraugus,978
New York,Cayuga Heights,3788
New York,"Cayuga, NY",534
New York,Cayuta,556
New York,"Cazenovia, NY",2826
New York,Cedarhurst,6672
New York,Celoron,1082
New York,Center Moriches,7580
New York,Centereach,31578
New York,"Centerport, NY",5508
New York,"Centerville, NY",822
New York,Central Bridge,593
New York,Central Islip,34450
New York,Central Square,1823
New York,"Central Valley, NY",2035
New York,Centre Island,410
New York,Chadwicks,1506
New York,"Champion, NY",4494
New York,Champlain,1082
New York,Chappaqua,1436
New York,"Charleston, NY",1373
New York,"Charlotte, NY",1729
New York,"Charlton, NY",4133
New York,Chateaugay,824
New York,"Chatham, NY",1717
New York,Chaumont,625
New York,"Chautauqua, NY",4464
New York,Chazy,4284
New York,Cheektowaga,75178
New York,"Chemung, NY",2563
New York,Chenango Bridge,2883
New York,Chenango,11252
New York,"Cherry Creek, NY",445
New York,"Cherry Valley, NY",509
New York,"Chesterfield, NY",2445
New York,"Chestertown, NY",677
New York,"Chester, NY",3915
New York,Chestnut Ridge,8140
New York,"Chili, NY",28625
New York,Chittenango,5016
New York,"Churchville, NY",1988
New York,"Cicero, NY",31632
New York,Cincinnatus,1056
New York,Clarence Center,2257
New York,"Clarence, NY",30673
New York,"Clarendon, NY",3648
New York,Clark Mills,1905
New York,"Clarkson, NY",6736
New York,Clarkstown,84187
New York,"Clarksville, NY",1161
New York,Claverack-Red Mills,913
New York,Claverack,6021
New York,"Clayton, NY",1994
New York,"Clayville, NY",341
New York,"Clay, NY",58206
New York,"Clermont, NY",1965
New York,"Cleveland, NY",742
New York,Clifton Park,36705
New York,Clifton Springs,2102
New York,"Clifton, NY",751
New York,Clintondale,1452
New York,"Clinton, NY",1908
New York,"Clyde, NY",2017
New York,"Clymer, NY",1698
New York,Cobleskill,4533
New York,Cochecton,1372
New York,Coeymans,844
New York,Cohocton,825
New York,Cohoes,16212
New York,"Colchester, NY",2077
New York,Cold Brook,326
New York,Cold Spring Harbor,5070
New York,"Cold Spring, NY",1977
New York,Colden,3265
New York,"Coldspring, NY",663
New York,"Colesville, NY",5232
New York,"Collins, NY",6601
New York,Colonie,7913
New York,"Colton, NY",1451
New York,"Columbia, NY",1580
New York,"Columbus, NY",975
New York,Commack,36124
New York,"Concord, NY",8494
New York,Conesus Hamlet,308
New York,Conesus Lake,2584
New York,Conesus,2473
New York,"Conesville, NY",734
New York,Conewango,1857
New York,Congers,8363
New York,Conklin,5441
New York,Conquest,1819
New York,Constableville,242
New York,Constable,1566
New York,Constantia,1182
New York,Coopers Plains,598
New York,"Cooperstown, NY",1812
New York,Copake Lake,823
New York,Copake,3615
New York,Copenhagen,807
New York,Copiague,22993
New York,"Coram, NY",39113
New York,Corfu,723
New York,"Corinth, NY",2521
New York,"Corning, NY",10993
New York,Cornwall on Hudson,2972
New York,"Cornwall, NY",12646
New York,Cortland West,1356
New York,Cortlandt,41592
New York,Cortlandville,8509
New York,"Cortland, NY",19164
New York,Country Knolls,2224
New York,Cove Neck,297
New York,"Coventry, NY",1655
New York,Covert,2154
New York,"Covington, NY",1232
New York,Coxsackie,2720
New York,Cragsmoor,449
New York,"Crawford, NY",9316
New York,Croghan,623
New York,Crompond,2292
New York,Croton-on-Hudson,8235
New York,Crown Heights,2840
New York,"Crown Point, NY",2024
New York,Crugers,1534
New York,"Crystal Beach, NY",644
New York,"Cuba, NY",1538
New York,Cumberland Head,1627
New York,Cutchogue,3349
New York,Cuylerville,297
New York,Cuyler,980
New York,"Dalton, NY",362
New York,"Danby, NY",3329
New York,Dannemora,3822
New York,"Dansville, NY",4573
New York,"Danube, NY",1039
New York,"Darien, NY",3158
New York,Davenport Center,349
New York,"Davenport, NY",2965
New York,"Dayton, NY",1886
New York,"Day, NY",856
New York,"De Kalb, NY",2434
New York,De Peyster,998
New York,"De Witt, NY",25838
New York,DeKalb Junction,519
New York,DeRuyter,545
New York,"Decatur, NY",353
New York,"Deer Park, NY",27745
New York,"Deerfield, NY",4273
New York,Deerpark,7901
New York,Deferiet,297
New York,Delanson,380
New York,"Delaware, NY",2670
New York,Delevan,1065
New York,"Delhi, NY",3074
New York,"Delmar, NY",8384
New York,"Denmark, NY",2860
New York,"Denning, NY",551
New York,Depauville,577
New York,"Depew, NY",15205
New York,Deposit,1614
New York,"Dexter, NY",1102
New York,Diana,1709
New York,"Dickinson, NY",5278
New York,Dix Hills,26892
New York,"Dix, NY",3864
New York,Dobbs Ferry,11098
New York,Dolgeville,2155
New York,Dover Plains,1323
New York,"Dover, NY",8699
New York,"Downsville, NY",617
New York,"Dresden, NY",302
New York,"Dryden, NY",2095
New York,Duane Lake,323
New York,Duanesburg,391
New York,"Dundee, NY",1679
New York,"Dunkirk, NY",12216
New York,Durhamville,584
New York,"Durham, NY",2725
New York,"Eagle, NY",1192
New York,"Earlville, NY",843
New York,East Atlantic Beach,2049
New York,East Aurora,6264
New York,East Avon,608
New York,East Bloomfield,3634
New York,East Farmingdale,6484
New York,East Fishkill,29029
New York,East Garden City,6208
New York,East Glenville,6616
New York,East Greenbush,4487
New York,East Hampton North,4142
New York,"East Hampton, NY",1113
New York,East Hills,7093
New York,East Islip,14475
New York,East Ithaca,2231
New York,"East Kingston, NY",276
New York,"East Marion, NY",926
New York,East Massapequa,19069
New York,East Meadow,38132
New York,East Moriches,5249
New York,East Nassau,575
New York,East Northport,20217
New York,East Norwich,2709
New York,East Otto,1062
New York,East Patchogue,22469
New York,East Quogue,4757
New York,East Randolph,615
New York,"East Rochester, NY",6699
New York,East Rockaway,9896
New York,East Shoreham,6666
New York,East Syracuse,3025
New York,"East Williston, NY",2577
New York,Eastchester,19554
New York,"Easton, NY",2336
New York,"Eastport, NY",1831
New York,Eatons Neck,1406
New York,"Eaton, NY",5255
New York,"Eden, NY",3516
New York,"Edinburg, NY",1214
New York,Edmeston,1826
New York,"Edwards, NY",433
New York,Eggertsville,15019
New York,"Elba, NY",664
New York,Elbridge,1040
New York,"Elizabethtown, NY",1163
New York,Ellenburg,1743
New York,Ellenville,4096
New York,Ellery,4528
New York,Ellicottville,387
New York,"Ellicott, NY",8714
New York,"Ellington, NY",1643
New York,"Ellisburg, NY",249
New York,Elma Center,2571
New York,"Elma, NY",11317
New York,Elmira Heights,4008
New York,"Elmira, NY",28647
New York,Elmont,33198
New York,Elmsford,4776
New York,"Elwood, NY",11177
New York,"Endicott, NY",13083
New York,Endwell,11446
New York,"Enfield, NY",3512
New York,Ephratah,1682
New York,"Erin, NY",1962
New York,"Erwin, NY",8037
New York,Esopus,9041
New York,"Esperance, NY",334
New York,"Essex, NY",671
New York,Evans Mills,611
New York,"Evans, NY",16356
New York,"Exeter, NY",987
New York,Fabius,349
New York,"Fair Haven, NY",736
New York,"Fairfield, NY",1627
New York,"Fairmount, NY",10224
New York,Fairport,5372
New York,"Fairview, NY",5515
New York,Falconer,2348
New York,Fallsburg,12870
New York,"Farmersville, NY",1090
New York,"Farmingdale, NY",8619
New York,"Farmington, NY",11825
New York,Farmingville,15481
New York,Farnham,373
New York,"Fayetteville, NY",4324
New York,"Fayette, NY",3929
New York,Felts Mills,372
New York,Fenner,1726
New York,"Fenton, NY",6674
New York,"Fillmore, NY",603
New York,Fine,1512
New York,Fire Island,292
New York,Firthcliffe,4949
New York,Fishers Island,236
New York,Fishkill,2143
New York,Flanders,4472
New York,Fleischmanns,335
New York,"Fleming, NY",2636
New York,Floral Park,15967
New York,"Florence, NY",1025
New York,"Florida, NY",2888
New York,Flower Hill,4803
New York,"Floyd, NY",3819
New York,"Fonda, NY",776
New York,"Forest Home, NY",572
New York,Forestburgh,819
New York,Forestport,1535
New York,"Forestville, NY",677
New York,Fort Ann,477
New York,Fort Covington Hamlet,1308
New York,Fort Covington,1676
New York,Fort Drum,12955
New York,Fort Edward,3280
New York,Fort Johnson,474
New York,Fort Montgomery,1571
New York,Fort Plain,2272
New York,Fort Salonga,10008
New York,"Fowlerville, NY",227
New York,"Fowler, NY",2202
New York,"Frankfort, NY",2534
New York,Franklin Square,29320
New York,"Franklinville, NY",1696
New York,"Franklin, NY",357
New York,"Fredonia, NY",10792
New York,Freedom Plains,421
New York,"Freedom, NY",2405
New York,"Freeport, NY",43304
New York,"Freetown, NY",757
New York,Freeville,523
New York,"Fremont, NY",1381
New York,French Creek,906
New York,Frewsburg,1906
New York,"Friendship, NY",1218
New York,Fultonville,789
New York,"Fulton, NY",11648
New York,"Gainesville, NY",223
New York,"Gaines, NY",3378
New York,Galen,4290
New York,Galeville,4617
New York,"Gallatin, NY",1668
New York,Gang Mills,4185
New York,Garden City Park,7806
New York,Garden City South,4024
New York,"Garden City, NY",22616
New York,"Gardiner, NY",950
New York,Gardnertown,4373
New York,Gasport,1248
New York,Gates-North Gates,14965
New York,"Gates, NY",28400
New York,"Geddes, NY",17118
New York,Genesee Falls,438
New York,"Genesee, NY",1693
New York,"Geneseo, NY",8114
New York,"Geneva, NY",13160
New York,"Genoa, NY",1935
New York,"Georgetown, NY",974
New York,German Flatts,13258
New York,"Germantown, NY",845
New York,German,370
New York,Gerry,1905
New York,"Ghent, NY",564
New York,"Gilbertsville, NY",384
New York,"Gilboa, NY",1307
New York,Gilgo-Oak Beach-Captree,353
New York,"Glasco, NY",2099
New York,Glen Aubrey,485
New York,Glen Cove,27314
New York,Glen Head,4697
New York,Glen Park,519
New York,Glens Falls North,8443
New York,Glens Falls,14428
New York,"Glenville, NY",29480
New York,Glenwood Landing,3779
New York,"Glen, NY",2507
New York,Gloversville,15122
New York,Golden's Bridge,1630
New York,Gordon Heights,4042
New York,"Gorham, NY",4247
New York,"Goshen, NY",5384
New York,Gouverneur,3866
New York,Gowanda,2648
New York,"Grafton, NY",2130
New York,"Granby, NY",6821
New York,"Grand Island, NY",20374
New York,Grand View-on-Hudson,296
New York,Grandyle Village,4629
New York,"Granger, NY",538
New York,"Granville, NY",2471
New York,"Great Bend, NY",843
New York,Great Neck Estates,2813
New York,Great Neck Gardens,1186
New York,Great Neck Plaza,6918
New York,Great Neck,10118
New York,Great River,1489
New York,Great Valley,1974
New York,Greece,14519
New York,Green Island,2618
New York,Greenburgh,88400
New York,"Greene, NY",1530
New York,"Greenfield, NY",7775
New York,Greenlawn,13742
New York,Greenport West,2124
New York,Greenport,2212
New York,Greenvale,1094
New York,"Greenville, NY",688
New York,"Greenwich, NY",1747
New York,Greenwood Lake,3112
New York,"Greenwood, NY",801
New York,Greigsville,209
New York,Greig,1199
New York,"Groton, NY",2413
New York,Groveland Station,281
New York,"Groveland, NY",3249
New York,"Grove, NY",548
New York,Guilderland,35303
New York,"Guilford, NY",2922
New York,"Hadley, NY",2048
New York,Hagaman,1294
New York,"Hague, NY",699
New York,Hailesboro,624
New York,Halcott,258
New York,Halesite,2498
New York,Halfmoon,21535
New York,Hall,216
New York,"Hamburg, NY",9565
New York,"Hamden, NY",1323
New York,"Hamilton, NY",4199
New York,"Hamlin, NY",9045
New York,Hammondsport,650
New York,"Hammond, NY",277
New York,Hampton Bays,13603
New York,Hampton Manor,2417
New York,Hamptonburgh,5561
New York,"Hampton, NY",938
New York,"Hancock, NY",993
New York,Hannawa Falls,1042
New York,"Hannibal, NY",539
New York,"Hanover, NY",7127
New York,"Harbor Hills, NY",575
New York,Harbor Isle,1301
New York,Hardenburgh,238
New York,Harford,943
New York,"Harmony, NY",2206
New York,Harpersfield,1577
New York,Harrietstown,5709
New York,"Harriman, NY",2468
New York,Harris Hill,5508
New York,"Harrisburg, NY",437
New York,"Harrison, NY",28151
New York,"Harrisville, NY",631
New York,"Hartford, NY",2269
New York,"Hartland, NY",4117
New York,Hartsdale,5293
New York,"Hartsville, NY",609
New York,"Hartwick, NY",2110
New York,Hastings-on-Hudson,7975
New York,"Hastings, NY",9450
New York,Hauppauge,20882
New York,Haverstraw,12172
New York,"Haviland, NY",3634
New York,"Hawthorne, NY",4586
New York,Head of the Harbor,1480
New York,"Hebron, NY",1853
New York,"Hector, NY",4940
New York,"Hemlock, NY",557
New York,"Hempstead, NY",55527
New York,"Henderson, NY",1360
New York,"Henrietta, NY",42581
New York,"Heritage Hills, NY",3975
New York,Herkimer,7592
New York,"Hermon, NY",409
New York,Herricks,4295
New York,Heuvelton,718
New York,Hewlett Bay Park,428
New York,Hewlett Harbor,1274
New York,Hewlett Neck,473
New York,Hewlett,6819
New York,"Hicksville, NY",41547
New York,High Falls,627
New York,Highland Falls,3841
New York,Highland Mills,3802
New York,"Highlands, NY",12492
New York,"Highland, NY",5647
New York,Hillburn,979
